# Auto-generated by emojicon.py using CLDR v48
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cerenje;cerenje|lice
🍆;patlidžan;biljka|patlidžan|plavi|povrće
🥔;krompir;hrana|krompir|povrće
🥕;mrkva;hrana|mrkva|povrće
🌽;klas;biljka|klas|kukuruz
🌶️;ljuti feferon;feferon|ljuta paprika|ljuti feferon
🫑;paprika babura;babura|paprika|povrće
🥒;krastavac;hrana|kiseli krastavac|krastavac|povrće
🥬;lisnato povrće;kelj|kupus|lisnato povrće|zelena salata
🥦;brokula;brokula|divlji kupus
🧄;bijeli luk;bijeli luk|začinjavanje hrane
🧅;luk;luk|začinjavanje hrane
🥜;kikiriki;grickalice|hrana|kikiriki|povrće
🫘;grah;grah|hrana|mahunarka|trešnjevac
🌰;kesten;biljka|kesten
🫚;korijen đumbira;korijen|korijen đumbira|pivo|začin
🫛;mahuna graška;edamame|grahorica|mahuna|mahuna graška|mahunarka|povrće|zrno
🍄‍🟫;smeđa gljiva;gljive|hrana|povrće|priroda|smeđa gljiva
🫜;korjenasto povrće;cvekla|hrana|korjen|povrće|repa|rotkvica|sala|vegetarijanac|vrt
🍞;hljeb;hljeb|štruca
🥐;kroasan;doručak|francusko|hljeb|hrana|kifla|kroasan
🥖;francuski hljeb;baget|francuski|hljeb|hrana
🫓;lepinica;hrskave lepinice|lepine|lepinica|lepinice|zemičke
🥨;perec;perec|savijeno
🥯;đevrek;đevrek|doručak|pecivo|zemička
🥞;palačinke;crepe|doručak|hrana|palačinke
🧇;vafl;blebetanje|doručak|neodlučnost|vafl
🧀;komad sira;komad sira|sir
🍖;meso na kostima;kost|meso|meso na kostima
🍗;batak;batak|kost|noga|perad|piletina
🥩;odrezak mesa;janjeći odrezak|odrezak|odrezak mesa|stejk|svinjski odrezak
🥓;slanina;doručak|hrana|meso|slanina
🍔;hamburger;burger|hamburger
🍟;pomfrit;pomfrit
🍕;pizza;komad|pizza|sir
🌭;hot dog;hot dog|hrenovka|kobasica
🥪;sendvič;hljeb|sendvič
🌮;tortilja;meksička|tortilja
🌯;burito;burito|meksička
🫔;tamale;meksička kuhinja|smotuljci|tamale
🥙;kebab;falafel|giros|hrana|kebab|lepinja|punjeno
🧆;falafel;falafel|leblebije|okruglice od leblebija
🥚;jaje;doručak|hrana|jaje
🍳;kuhanje;doručak|jaje|kuhanje|pečenje|tava
🥘;tava s hranom;hrana|plitko|tava|tava s hranom|tepsija
🍲;lonac hrane;lonac|lonac hrane|paprikaš
🫕;fondue;čokolada|fondue|istopljeno|lonac|sir|švicarska kuhinja
🥣;zdjela s kašikom;doručak|zdjela s kašikom|žitarice
🥗;zelena salata;hrana|salata|zelena salata
🍿;kokice;kokice
🧈;puter;mliječni proizvodi|puter
🧂;so;slanik|so|začin
🥫;konzervirana hrana;konzerva|konzervirana hrana
🍱;bento kutija;bento|kutija
🍘;kreker od riže;kreker|kreker od riže
🍙;kugla od riže;japanska|kugla|kugla od riže|riža
🍚;kuhana riža;kuhana|riža
🍛;kari riža;kari|riža
🍜;posuda na paru;činija|knedla|posuda|posuda na paru|rezanci
🍝;špageti;pasta|špageti
🍠;slatki pečeni krompir;krompir|pečeni|slatki
🍢;oden;kebab|oden|plodovi mora|ražnjić
🍣;suši;suši
🍤;prženi škampi;kozice|prženi škampi|prženo|škampi|tempura
🍥;riblji rolat;kolač|riba|riblji rolat|smotuljak|spirala
🥮;mjesečev kolač;festival|jesen|mjesečev kolač|yuebing
🍡;dango;dango|desert|japanski|slatko|štapić
🥟;knedla;knedla|okruglica
🥠;kolačić sreće;kolačić sreće|proročanstvo
🥡;kutija s hranom za ponijeti;kutija|kutija s hranom za ponijeti|pakovanje
🍦;sladoled na točenje;desert|krema|led|sladoled|sladoled na točenje
🍧;havajski sladoled;desert|havajski sladoled|led|sladoled
🍨;sladoled;desert|krema|sladoled|slatko
🍩;krofna;desert|doručak|krofna|slatko
🍪;kolačić;desert|kolačić|slatko
🎂;rođendanska torta;desert|rođendan|rođendanska torta|slavlje|torta
🍰;kolač s biskvitom;kolač|kolač s biskvitom|komad|slatko|torta
🧁;mafin;kolači|mafin|slatkiši
🥧;slatka pita;fil|kolač|pecivo|slatka pita
🍫;čokolada;čokolada|čokoladica|desert|slatko
🍬;bombona;bombona|desert|slatko
🍭;lizalo;desert|lizalo|slatkiš|slatko
🍮;puding;desert|krema|puding|slatko
🍯;tegla meda;med|slatko|tegla|tegla meda
🍼;flašica za bebu;beba|flašica|flašica za bebu|mlijeko|piće
🥛;mlijeko;čaša|čaša mlijeka|mlijeko|piće
☕;topli napitak;čaj|kafa|napitak|para|topli napitak|toplo
🫖;čajnik;čaj|čajnik|napitak|topli napitak
🍵;šolja za čaj bez drške;čaj|napitak|šolja|šolja za čaj|šolja za čaj bez drške
🍶;sake;boca|napitak|piće|sake|šolja
🍾;boca s plutanim čepom koji iskače;boca|boca s plutanim čepom koji iskače|čep|piće|šank
🍷;čaša vina;čaša|čaša vina|piće|šank|vino
🍸;koktel;čaša|koktel|piće|šank
🍹;tropsko piće;piće|šank|tropsko
🍺;krigla piva;krigla|krigla piva|piće|pivo|šank
🍻;nazdravljanje kriglama piva;krigla|kuckanje|nazdravljanje kriglama piva|piće|pivo
🥂;uzdravlje;čaša|kucnuti|piće|slavlje|uzdravlje
🥃;čašica za žestoko piće;čaša|čašica za žestoko piće|piće|viski|žestoko
🫗;sipanje tečnosti;čaša|piće|prazna|prosipanje|sipanje tečnosti
🥤;čaša sa slamkom;čaša sa slamkom|sok
🧋;boba čaj;boba čaj|čaj|kuglice|mjehurići|mlijeko
🧃;sok u tetrapaku;gusti sok u tetrapaku|piće|slamka|slatko|sok u tetrapaku
🧉;mate čaj;mate čaj|topli napitak
🧊;kocka leda;kocka leda|ledeno
🥢;štapići;haši|štapići
🍽️;viljuška i nož uz tanjir;kuhanje|nož|tanjir|viljuška|viljuška i nož uz tanjir
🍴;viljuška i nož;escajg|kuhanje|nož|viljuška|viljuška i nož
🥄;kašika;escajg|kašika
🔪;kuhinjski nož;alat|kuhanje|kuhinjski nož|nož|oružje
🫙;tegla;odlaganje|prazno|spremnik|tegla|umak|začin
🏺;amfora;amfora|ćup|horoskopski znak|kuhanje|piće

[travel_places]
🌍;globus prikazuje Evropu i Afriku;globus|globus prikazuje Evropu i Afriku|kugla|svijet|Zemlja
🌎;globus prikazuje Sjevernu i Južnu Ameriku;Amerika|globus prikazuje Sjevernu i Južnu Ameriku|svijet|zemaljska kugla|Zemlja
🌏;globus pokazuje Aziju i Australiju;globus|globus pokazuje Aziju i Australiju|svijet|zemaljska kugla|Zemlja
🌐;globus s meridijanima;globus s meridijanima|meridijani|svijet|zemaljska kugla|Zemlja
🗺️;karta svijeta;karta|karta svijeta|mapa|svijet
🗾;karta Japana;Japan|karta|karta Japana
🧭;kompas;kompas|navigacija|orijentacija
🏔️;sniježni planinski vrh;hladan|planina|snijeg|sniježni planinski vrh
⛰️;planina;planina
🛘;klizište;blatno klizište|kamenje|katastrofa|lavina|opasnost|planina|zemljotres
🌋;vulkan;erupcija|planina|vrijeme|vulkan
🗻;planina fudži;fudži|planina
🏕️;kampovanje;kamp|kampovanje
🏖️;plaža sa suncobranom;plaža|plaža sa suncobranom|suncobran
🏜️;pustinja;pustinja
🏝️;pusti otok;otok|pusti otok|pustinja
🏞️;nacionalni park;nacionalni park|park
🏟️;stadion;stadion
🏛️;klasična zgrada;klasična zgrada|klasika|zgrada
🏗️;građevina;građevina|zgrada
🧱;cigla;cigla|cigle|glina|malter|zid
🪨;kamen;čvrsto|gromada|kamen|stijena|teško
🪵;drvo;cjepanica|drvo|greda|klada
🛖;koliba;koliba|kuća|kuća od slame|slamnata kuća
🏘️;kuće;kuća|kuće|zgrada
🏚️;napuštena kuća;kuća|napuštena|zgrada
🏠;kuća;dom|kuća|zgrada
🏡;kuća s okućnicom;bašta|dom|kuća|kuća s okućnicom|zgrada
🏢;poslovna zgrada;poslovna zgrada|zgrada
🏣;japanska pošta;japanska|pošta|zgrada
🏤;pošta;evropska|pošta|zgrada
🏥;bolnica;bolnica|doktor|medicina|zgrada
🏦;banka;banka|zgrada
🏨;hotel;hotel|zgrada
🏩;javna kuća;hotel|javna kuća|ljubav
🏪;prodavnica;dragstor|prodavnica
🏫;škola;škola|zgrada
🏬;robna kuća;kuća|robna|zgrada
🏭;fabrika;fabrika|tvornica|zgrada
🏯;japanski zamak;japanski|zamak|zgrada
🏰;dvorac;dvorac|evropski|zgrada
💒;vjenčanje;kapela|romantika|vjenčanje
🗼;tokijski toranj;tokijski toranj|tokio|toranj
🗽;kip slobode;kip|kip slobode|sloboda
⛪;crkva;crkva|katolicizam|krst|religija|zgrada
🕌;džamija;džamija|islam|musliman|religija
🛕;hinduistički hram;hinduistički hram|hinduizam|hram
🕍;sinagoga;hram|religija|sinagoga|židov
⛩️;shinto oltar;oltar|religija|shinto
🕋;kaba;islam|kaba|musliman|religija
⛲;fontana;fontana
⛺;šator;kampovanje|šator
🌁;maglovito;magla|maglovito|vrijeme
🌃;zvjezdana noć;noć|vrijeme|zvijezda|zvjezdana noć
🏙️;pogled na grad;grad|pogled na grad|zgrada
🌄;izlazak sunca preko planina;izlazak sunca|izlazak sunca preko planina|jutro|planina|sunce
🌅;izlazak sunca;izlazak sunca|jutro|sunce|vrijeme
🌆;pogled na grad u sumrak;grad|pejzaž|pogled na grad u sumrak|sumrak|večer
🌇;zalazak sunca;sumrak|sunce|vrijeme|zalazak sunca|zgrada
🌉;most noću;most|most noću|noć|vrijeme
♨️;izvori vruće vode;izvor|izvori vruće vode|para|vruć|vrućina
🎠;vrteška;konjić|vrteška
🛝;tobogan;dječiji park|igra|tobogan
🎡;ringišpil;ringišpil|zabavni park
🎢;voz smrti;tobogan smrti|voz|voz smrti|zabavni park
💈;oznaka berbernice;berbernica|oznaka berbernice|šišanje|znak
🎪;cirkuski šator;cirkus|cirkuski šator|šator
🚂;lokomotiva;lokomotiva|motor|para|pruga|voz
🚃;vagon;pruga|šina|vagon|voz|željeznica
🚄;brzi voz;brzi voz|brzina|voz|vozilo|željeznica
🚅;brzi voz metak;brzi voz metak|brzi voz-metak|pruga|voz|vozilo|željeznica
🚆;voz;voz|vozilo|željeznica
🚇;metro;metro|podzemna|željeznica
🚈;svjetlosna pruga;svjetlosna pruga|vozilo|željeznica
🚉;stanica;stanica|voz|vozilo|željeznica
🚊;tramvaj;tramvaj|trolejbus|vozilo
🚝;pruga s jednom tračnicom;pruga s jednom tračnicom|vozilo
🚞;pruga kroz tunel;planina|pruga kroz tunel|voz|vozilo|željeznica
🚋;tramvajska kola;pruga|tramvajska kola|trolejbus|vozilo|željeznica
🚌;autobus;autobus|vozilo
🚍;dolazeći autobus;autobus|dolazeći autobus|dolazi|vozilo
🚎;trolejbus;trolejbus|vozilo
🚐;minibus;bus|minibus
🚑;sanitet;sanitet|vozilo
🚒;vatrogasna kola;kamion|vatra|vatrogasna kola|vozilo
🚓;policijska kola;auto|patrola|policija|policijska kola|vozilo
🚔;dolazeća policijska kola;auto|dolazeća policijska kola|policija|vozilo
🚕;taksi;taksi|vozilo
🚖;dolazeći taksi;dolazeći taksi|taksi
🚗;automobil;auto|automobil|vozilo
🚘;dolazeći automobil;auto|automobil|dolazeći automobil
🚙;terensko vozilo;džip|terenac|terensko|vozilo
🛻;kamionet;kamionet|pick-up|teretno vozilo
🚚;dostavno vozilo;dostava|dostavno vozilo|kamion
🚛;teretni kamion;kamion|teret|teretni kamion|vozilo
🚜;traktor;traktor|vozilo
🏎️;trkaći automobil;auto|trkaći automobil|utrka
🏍️;motor;motor|utrka
🛵;skuter;motor|skuter
🦽;ručna invalidska kolica;pomagalo|ručna invalidska kolica
🦼;elektromotorna invalidska kolica;elektromotorna invalidska kolica|elektromotorno pomagalo
🛺;auto-rikša;auto-rikša|tuk-tuk vozilo
🚲;biciklo;bajk|biciklo
🛴;romobil;noga|romobil
🛹;skateboard;daska|skateboard
🛼;rolšue;roleri|rolšua|rolšue
🚏;autobuska stanica;autobuska stanica|bus|stajalište|stanica
🛣️;autoput;autoput|cesta
🛤️;pruga;pruga|voz|željeznica
🛢️;bačva;bačva|bure|ulje
⛽;benzinska pumpa;benzin|benzinska pumpa|dizel|gorivo|pumpa|stanica
🛞;točak;guma|krug|okretanje|točak
🚨;rotacija;auto|policija|rotacija|sijalica|vozilo
🚥;horizontalni semafor;horizontalni semafor|saobraćaj|signalizacija|svjetlo
🚦;semafor;saobraćaj|semafor|signalizacija|svjetlo
🛑;stop;osmougao|stop|znak
🚧;konstrukcija;barijera|konstrukcija
⚓;sidro;alat|brod|sidro
🛟;kolut za spašavanje;kolut za spašavanje|plutača|pojas za spašavanje|sigurnost|šlauf|spašavanje iz vode
⛵;jedrilica;čamac|jahta|jedrilica|more|odmaralište
🛶;kanu;čamac|kanu
🚤;gliser;čamac|gliser|vozilo
🛳️;putnički brod;brod|putnički brod|putnik
⛴️;trajekt;brod|čamac|trajekt
🛥️;motorni čamac;čamac|motor|motorni čamac|vozilo
🚢;brod;brod|vozilo
✈️;avion;avion|vozilo
🛩️;mali avion;avion|mali avion|vozilo
🛫;uzlijetanje;avion|odlazak|prijavljivanje|uzlijetanje
🛬;slijetanje;avion|dolazak|slijetanje
🪂;padobran;letenje zmajem|padobran|parasailing|skakanje padobranom
💺;sjedište;sjedalo|sjedište
🚁;helikopter;helikopter|vozilo
🚟;viseći voz;viseća|viseći voz|željeznica
🚠;žičara;gondola|kabl|planina|žičara
🚡;zračni tramvaj;kabl|tramvaj|uže|zračni
🛰️;satelit;satelit|svemir
🚀;raketa;raketa|svemir
🛸;leteći tanjir;leteći tanjir|NLO
🛎️;ručno zvono;hotel|ručno zvono|zvono
🧳;prtljag;pakovanje|prtljag|putovanje
⌛;pješčani sat;pijesak|pješčani sat|tajmer
⏳;pješčani sat s tekućim pijeskom;pijesak|pješčani sat|pješčani sat s tekućim pijeskom|tajmer
⌚;ručni sat;ručni sat|sat
⏰;budilnik;alarm|budilnik|sat
⏱️;štoperica;sat|štoperica
⏲️;tajmer;sat|tajmer
🕰️;drveni sat;drveni sat|sat
🕛;dvanaest sati;00:00|12:00|dvanaest sati|sat|sati
🕧;dvanaest i trideset;00:30|12:30|dvanaest i trideset|sat|sati
🕐;jedan sat;01:00|13:00|jedan sat|sat|sati
🕜;jedan i trideset;01:30|13:30|jedan i trideset|sat|sati
🕑;dva sata;02:00|14:00|dva sata|sat|sati
🕝;dva i trideset;02:30|14:30|dva i trideset|sat|sati
🕒;tri sata;03:00|15:00|sat|sati|tri sata
🕞;tri i trideset;03:30|15:30|sat|sati|tri i trideset
🕓;četiri sata;04:00|16:00|četiri sata|sat|sati
🕟;četiri i trideset;04:30|16:30|četiri i trideset|sat|sati
🕔;pet sati;05:00|17:00|pet sati|sat|sati
🕠;pet i trideset;05:30|17:30|pet i trideset|sat|sati
🕕;šest sati;06:00|18:00|sat|sati|šest sati
🕡;šest i trideset;06:30|18:30|sat|sati|šest i trideset
🕖;sedam sati;07:00|19:00|sat|sati|sedam sati
🕢;sedam i trideset;07:30|19:30|sat|sati|sedam i trideset
🕗;osam sati;08:00|20:00|osam sati|sat|sati
🕣;osam i trideset;08:30|20:30|osam i trideset|sat|sati
🕘;devet sati;09:00|21:00|devet sati|sat|sati
🕤;devet i trideset;09:30|21:30|devet i trideset|sat|sati
🕙;deset sati;10:00|22:00|deset sati|sat|sati
🕥;deset i trideset;10:30|22:30|deset i trideset|sat|sati
🕚;jedanaest sati;11:00|23:00|jedanaest sati|sat|sati
🕦;jedanaest i trideset;11:30|23:30|jedanaest i trideset|sat|sati
🌑;mladi mjesec;mjesec|mjesečeve mijene|mladi mjesec|svemir
🌒;uzdižući mjesec;mjesec|mjesečeve mijene|uzdižući mjesec
🌓;prva četvrtina;mjesec|mjesečeve mijene|prva četvrtina
🌔;do punog mjeseca;do punog mjeseca|mjesec|mjesečeve mijene
🌕;pun mjesec;mjesec|mjesečeve mijene|pun mjesec
🌖;padajući mjesec;mjesec|mjesečeve mijene|padajući mjesec
🌗;zadnja četvrtina;mjesec|mjesečeve mijene|zadnja četvrtina
🌘;do mladog mjeseca;do mladog mjeseca|mjesec|mjesečeve mijene
🌙;polumjesec;mjesec|polumjesec
🌚;mladi mjesec lice;lice|mjesec|mladi mjesec lice
🌛;prva četvrtina lice;lice|mjesec|prva četvrtina lice
🌜;posljednja četvrtina lice;lice|mjesec|posljednja četvrtina lice
🌡️;termometar;termometar|vrijeme
☀️;sunčano;prognoza|sunčano|sunce|vrijeme
🌝;puni mjesec lice;lice|mjesec|puni mjesec lice
🌞;sunce lice;lice|prognoza|sunčano|sunce|vrijeme
🪐;planeta s prstenom;planeta s prstenom|pod uticajem saturna|saturn
⭐;zvijezda;zvijezda
🌟;sjajna zvijezda;blistavo|sjajna zvijezda|sjajno|svemir|zvijezda
🌠;zvijezda padalica;padalica|svemir|zvijezda
🌌;mliječni put;mliječni put|svemir|vrijeme
☁️;oblačno;oblaci|oblačno|prognoza|vrijeme
⛅;umjereno oblačno;oblaci|prognoza|sunce|umjereno oblačno|vrijeme
⛈️;oblačno s grmljavinom i kišom;grmljavina|kiša|oblačno s grmljavinom i kišom|prognoza|vrijeme
🌤️;pretežno sunčano;oblaci|pretežno sunčano|prognoza|sunce|vrijeme
🌥️;pretežno oblačno;oblaci|pretežno oblačno|prognoza|vrijeme
🌦️;umjereno oblačno s kišom;kiša|oblaci|prognoza|umjereno oblačno s kišom|vrijeme
🌧️;oblačno s kišom;kiša|oblaci|oblačno s kišom|prognoza|vrijeme
🌨️;oblačno sa snijegom;oblaci|oblačno sa snijegom|prognoza|snijeg|vrijeme
🌩️;oblačno s grmljavinom;grmljavina|oblaci|oblačno s grmljavinom|prognoza|vrijeme
🌪️;tornado;oblaci|prognoza|tornado|vihor|vrijeme
🌫️;magla;magla|oblaci|prognoza|vrijeme
🌬️;lice u vjetru;lice|lice u vjetru|prognoza|vjetar|vrijeme
🌀;ciklon;ciklon|prognoza|tajfun|vrijeme
🌈;duga;duga|kiša|vrijeme
🌂;zatvoren kišobran;asesoar|kiša|kišobran|vrijeme|zatvoren kišobran
☂️;kišobran;asesoar|kiša|kišobran|vrijeme
☔;kiša s kišobranom;asesoar|kiša|kiša s kišobranom|kišobran|vrijeme
⛱️;kišobran na zemlji;kišobran na zemlji|sunce|suncobran|suncobran na zemlji|vrijeme
⚡;visoki napon;munja|napon|opasnost|struja|visoki napon
❄️;pahuljica snijega;hladnoća|pahuljica snijega|snijeg|vrijeme
☃️;snješko bijelić;hladnoća|snijeg|snješko bijelić|vrijeme
⛄;snješko bijelić bez snijega;hladnoća|snijeg|snješko bijelić bez snijega|vrijeme
☄️;kometa;kometa|svemir
🔥;vatra;plamen|vatra
💧;kapljica vode;kapljica|kapljica vode|stripovi|vrijeme|znoj
🌊;val;more|okean|talas|val|voda

[activities]
🎃;bundevina glava;bundeva|bundevina glava|glava|noć vještica|praznik
🎄;božićno drvce;božić|božićno drvce|drvo|praznik
🎆;vatromet;proslava|vatromet|zabava
🎇;prskalica;proslava|prskalica|vatromet|zabava
🧨;petarda;dinamit|eksploziv|petarda|vatromet
✨;iskrice;*|iskre|iskrice|zvjezdice
🎈;balon;balon|proslava|zabava
🎉;pucanje i konfete;proslava|pucanje i konfete|zabava
🎊;konfete;konfete|proslava|zabava
🎋;tanabata stablo;japan|proslava|stablo|tanabata stablo|zabava
🎍;ukras od borovine;bambus|japan|proslava|stablo|ukras od borovine
🎎;japanske lutke;festival|japan|japanske lutke|proslava
🎏;koinobori;koinobori|proslava|šaran|zabava|zastavica
🎐;vjetreno zvono;proslava|vjetar|vjetreno zvono|zvono
🎑;ceremonija punog mjeseca;ceremonija|ceremonija punog mjeseca|mjesec|obred|proslava
🧧;crvena koverta;crvena koverta|hongbao|lai see|novac|poklon|za sreću
🎀;mašnica;mašnica|proslava
🎁;zapakovan poklon;kutija|mašna|poklon|proslava|zapakovan poklon
🎗️;simbolična traka;počast|proslava|simbolična traka
🎟️;ulaznica;karta|ulaznica
🎫;karta;karta|ulaznica
🎖️;vojna medalja;medalja|proslava|vojna medalja|vojska
🏆;trofej;nagrada|trofej
🏅;sportska medalja;medalja|sportska medalja
🥇;prvo mjesto;medalja|prva|prvi|prvo mjesto|zlato
🥈;drugo mjesto;druga|drugi|drugo mjesto|medalja|srebro
🥉;treće mjesto;bronza|medalja|treća|treće mjesto|treći
⚽;fudbalska lopta;fudbal|fudbalska lopta|lopta|nogomet
⚾;bejzbol;bejzbol|lopta|sport
🥎;softbol;lopta|loptica|pazuh|rukavica|softbol
🏀;košarka;koš|košarka|lopta
🏐;odbojka;lopta|odbojka|sport
🏈;američki fudbal;američki|fudbal|lopta|sport
🏉;ragbi;američki fudbal|lopta|ragbi|sport
🎾;tenis;loptica|reket|sport|tenis
🥏;leteći disk;krajnji cilj|leteći disk
🎳;kuglanje;igra|kugla|kuglanje|sport
🏏;kriket;bat|kriket|loptica|palica|sport
